5408, 12300, 5408, 97763, 5408, 5408, 1, 1, bread, onion, bread, grape_juice, bread 
97763, 2304, 5408, 14073, 2304, 5408, 0, 1, grape_juice, orange, bread, coke, orange 
6050, 42488, 6050, 53070, 6050, 6050, 1, 1, corn, orange_juice, corn, potato_chips, corn 
53070, 17059, 2304, 12300, 2304, 2304, 1, 1, potato_chips, jelly, orange, onion, orange 
53070, 42488, 97763, 30880, 42488, 42488, 0, 0, potato_chips, orange_juice, grape_juice, crackers, orange_juice 
30880, 18450, 5408, 12300, 5408, 18450, 1, 0, crackers, cereal, bread, onion, bread 
6050, 6050, 2087, 2304, 6050, 6050, 0, 0, corn, corn, apple, orange, corn 
2304, 2087, 12300, 5408, 2087, 5408, 0, 2, orange, apple, onion, bread, apple 
6050, 18450, 14073, 6050, 6050, 6050, 2, 2, corn, cereal, coke, corn, corn 
14073, 18450, 5408, 6050, 18450, 6050, 0, 2, coke, cereal, bread, corn, cereal 
12300, 2304, 30880, 53070, 30880, 2304, 1, 0, onion, orange, crackers, potato_chips, crackers 
2304, 53070, 17059, 18450, 17059, 18450, 1, 2, orange, potato_chips, jelly, cereal, jelly 
14073, 53070, 6050, 12300, 53070, 6050, 0, 1, coke, potato_chips, corn, onion, potato_chips 
2087, 42488, 12300, 2304, 2304, 2304, 2, 2, apple, orange_juice, onion, orange, orange 
2087, 17059, 5408, 18450, 17059, 5408, 0, 1, apple, jelly, bread, cereal, jelly 
5408, 42488, 53070, 30880, 30880, 42488, 2, 0, bread, orange_juice, potato_chips, crackers, crackers 
2087, 53070, 97763, 5408, 97763, 5408, 1, 2, apple, potato_chips, grape_juice, bread, grape_juice 
53070, 97763, 2087, 5408, 5408, 2087, 2, 1, potato_chips, grape_juice, apple, bread, bread 
2304, 5408, 18450, 42488, 42488, 5408, 2, 0, orange, bread, cereal, orange_juice, orange_juice 
30880, 42488, 2304, 30880, 30880, 30880, 2, 2, crackers, orange_juice, orange, crackers, crackers 
53070, 97763, 14073, 12300, 12300, 14073, 2, 1, potato_chips, grape_juice, coke, onion, onion 
17059, 2304, 6050, 42488, 42488, 2304, 2, 0, jelly, orange, corn, orange_juice, orange_juice 
14073, 6050, 2087, 17059, 17059, 6050, 2, 0, coke, corn, apple, jelly, jelly 
6050, 97763, 6050, 17059, 6050, 6050, 1, 1, corn, grape_juice, corn, jelly, corn 
5408, 42488, 18450, 2304, 18450, 2304, 1, 2, bread, orange_juice, cereal, orange, cereal 
42488, 6050, 5408, 2304, 2304, 6050, 2, 0, orange_juice, corn, bread, orange, orange 
17059, 14073, 30880, 42488, 30880, 14073, 1, 0, jelly, coke, crackers, orange_juice, crackers 
5408, 2087, 53070, 42488, 53070, 2087, 1, 0, bread, apple, potato_chips, orange_juice, potato_chips 
6050, 12300, 2304, 6050, 6050, 6050, 2, 2, corn, onion, orange, corn, corn 
97763, 17059, 2087, 12300, 17059, 2087, 0, 1, grape_juice, jelly, apple, onion, jelly 
2087, 97763, 2087, 42488, 2087, 2087, 1, 1, apple, grape_juice, apple, orange_juice, apple 
2087, 18450, 14073, 2304, 2304, 2304, 2, 2, apple, cereal, coke, orange, orange 
42488, 6050, 53070, 2304, 2304, 6050, 2, 0, orange_juice, corn, potato_chips, orange, orange 
2087, 42488, 97763, 30880, 97763, 30880, 1, 2, apple, orange_juice, grape_juice, crackers, grape_juice 
5408, 12300, 6050, 18450, 6050, 6050, 1, 1, bread, onion, corn, cereal, corn 
14073, 17059, 42488, 2087, 42488, 2087, 1, 2, coke, jelly, orange_juice, apple, orange_juice 
2304, 14073, 6050, 97763, 97763, 6050, 2, 1, orange, coke, corn, grape_juice, grape_juice 
42488, 2304, 2087, 12300, 2304, 2304, 0, 0, orange_juice, orange, apple, onion, orange 
97763, 53070, 6050, 12300, 53070, 6050, 0, 1, grape_juice, potato_chips, corn, onion, potato_chips 
42488, 18450, 2304, 6050, 2304, 6050, 1, 2, orange_juice, cereal, orange, corn, orange 
42488, 17059, 42488, 97763, 42488, 42488, 1, 1, orange_juice, jelly, orange_juice, grape_juice, orange_juice 
53070, 42488, 14073, 5408, 5408, 14073, 2, 1, potato_chips, orange_juice, coke, bread, bread 
53070, 2304, 2087, 42488, 2304, 2304, 0, 0, potato_chips, orange, apple, orange_juice, orange 
2304, 42488, 53070, 30880, 42488, 30880, 0, 2, orange, orange_juice, potato_chips, crackers, orange_juice 
30880, 53070, 97763, 2304, 53070, 2304, 0, 2, crackers, potato_chips, grape_juice, orange, potato_chips 
30880, 97763, 17059, 18450, 18450, 18450, 2, 2, crackers, grape_juice, jelly, cereal, cereal 
97763, 42488, 97763, 30880, 97763, 97763, 1, 1, grape_juice, orange_juice, grape_juice, crackers, grape_juice 
5408, 5408, 2304, 17059, 5408, 5408, 0, 0, bread, bread, orange, jelly, bread 
42488, 12300, 6050, 18450, 12300, 6050, 0, 1, orange_juice, onion, corn, cereal, onion 
18450, 97763, 5408, 30880, 5408, 30880, 1, 2, cereal, grape_juice, bread, crackers, bread 
2087, 12300, 97763, 30880, 12300, 12300, 0, 0, apple, onion, grape_juice, crackers, onion 
17059, 12300, 53070, 17059, 17059, 17059, 2, 2, jelly, onion, potato_chips, jelly, jelly 
14073, 2304, 30880, 53070, 53070, 2304, 2, 0, coke, orange, crackers, potato_chips, potato_chips 
6050, 2087, 18450, 53070, 2087, 2087, 0, 0, corn, apple, cereal, potato_chips, apple 
12300, 5408, 2304, 2087, 2304, 2304, 1, 1, onion, bread, orange, apple, orange 
18450, 5408, 2087, 30880, 30880, 2087, 2, 1, cereal, bread, apple, crackers, crackers 
18450, 2087, 30880, 97763, 30880, 2087, 1, 0, cereal, apple, crackers, grape_juice, crackers 
12300, 30880, 42488, 17059, 17059, 17059, 2, 2, onion, crackers, orange_juice, jelly, jelly 
53070, 14073, 97763, 18450, 18450, 14073, 2, 0, potato_chips, coke, grape_juice, cereal, cereal 
2304, 97763, 14073, 2304, 2304, 2304, 2, 2, orange, grape_juice, coke, orange, orange 
6050, 17059, 18450, 30880, 30880, 18450, 2, 1, corn, jelly, cereal, crackers, crackers 
14073, 42488, 53070, 30880, 42488, 30880, 0, 2, coke, orange_juice, potato_chips, crackers, orange_juice 
30880, 17059, 14073, 18450, 17059, 18450, 0, 2, crackers, jelly, coke, cereal, jelly 
42488, 97763, 17059, 2087, 97763, 2087, 0, 2, orange_juice, grape_juice, jelly, apple, grape_juice 
53070, 18450, 14073, 2304, 18450, 2304, 0, 2, potato_chips, cereal, coke, orange, cereal 
12300, 14073, 53070, 97763, 53070, 14073, 1, 0, onion, coke, potato_chips, grape_juice, potato_chips 
6050, 17059, 30880, 12300, 12300, 12300, 2, 2, corn, jelly, crackers, onion, onion 
30880, 97763, 18450, 42488, 18450, 18450, 1, 1, crackers, grape_juice, cereal, orange_juice, cereal 
12300, 12300, 5408, 97763, 12300, 12300, 0, 0, onion, onion, bread, grape_juice, onion 
42488, 30880, 5408, 42488, 42488, 42488, 2, 2, orange_juice, crackers, bread, orange_juice, orange_juice 
97763, 30880, 2304, 17059, 17059, 2304, 2, 1, grape_juice, crackers, orange, jelly, jelly 
30880, 42488, 12300, 2304, 42488, 2304, 0, 2, crackers, orange_juice, onion, orange, orange_juice 
5408, 17059, 42488, 2087, 17059, 2087, 0, 2, bread, jelly, orange_juice, apple, jelly 
18450, 42488, 14073, 12300, 42488, 14073, 0, 1, cereal, orange_juice, coke, onion, orange_juice 
2087, 5408, 42488, 2087, 2087, 2087, 2, 2, apple, bread, orange_juice, apple, apple 
12300, 6050, 2304, 97763, 2304, 2304, 1, 1, onion, corn, orange, grape_juice, orange 
53070, 30880, 6050, 17059, 30880, 6050, 0, 1, potato_chips, crackers, corn, jelly, crackers 
53070, 42488, 53070, 5408, 53070, 53070, 1, 1, potato_chips, orange_juice, potato_chips, bread, potato_chips 
6050, 5408, 17059, 12300, 17059, 5408, 1, 0, corn, bread, jelly, onion, jelly 
97763, 18450, 5408, 12300, 18450, 5408, 0, 1, grape_juice, cereal, bread, onion, cereal 
2087, 14073, 42488, 2304, 2304, 2304, 2, 2, apple, coke, orange_juice, orange, orange 
5408, 12300, 53070, 17059, 53070, 12300, 1, 0, bread, onion, potato_chips, jelly, potato_chips 
14073, 97763, 53070, 6050, 97763, 6050, 0, 2, coke, grape_juice, potato_chips, corn, grape_juice 
42488, 2087, 42488, 30880, 42488, 42488, 1, 1, orange_juice, apple, orange_juice, crackers, orange_juice 
53070, 5408, 12300, 53070, 53070, 53070, 2, 2, potato_chips, bread, onion, potato_chips, potato_chips 
18450, 97763, 18450, 42488, 18450, 18450, 1, 1, cereal, grape_juice, cereal, orange_juice, cereal 
53070, 14073, 53070, 2304, 53070, 53070, 1, 1, potato_chips, coke, potato_chips, orange, potato_chips 
2304, 12300, 2304, 18450, 2304, 2304, 1, 1, orange, onion, orange, cereal, orange 
42488, 30880, 53070, 18450, 18450, 18450, 2, 2, orange_juice, crackers, potato_chips, cereal, cereal 
2087, 42488, 53070, 30880, 53070, 30880, 1, 2, apple, orange_juice, potato_chips, crackers, potato_chips 
17059, 97763, 18450, 53070, 18450, 18450, 1, 1, jelly, grape_juice, cereal, potato_chips, cereal 
97763, 97763, 18450, 53070, 97763, 97763, 0, 0, grape_juice, grape_juice, cereal, potato_chips, grape_juice 
12300, 53070, 12300, 2304, 12300, 12300, 1, 1, onion, potato_chips, onion, orange, onion 
42488, 5408, 2304, 2087, 2304, 2304, 1, 1, orange_juice, bread, orange, apple, orange 
42488, 97763, 17059, 2087, 97763, 2087, 0, 2, orange_juice, grape_juice, jelly, apple, grape_juice 
14073, 18450, 2304, 30880, 30880, 2304, 2, 1, coke, cereal, orange, crackers, crackers 
97763, 18450, 53070, 6050, 6050, 6050, 2, 2, grape_juice, cereal, potato_chips, corn, corn 
17059, 17059, 14073, 18450, 17059, 17059, 0, 0, jelly, jelly, coke, cereal, jelly 
17059, 97763, 5408, 14073, 97763, 5408, 0, 1, jelly, grape_juice, bread, coke, grape_juice 
97763, 97763, 17059, 18450, 97763, 97763, 0, 0, grape_juice, grape_juice, jelly, cereal, grape_juice 
2304, 2087, 12300, 30880, 2087, 2087, 0, 0, orange, apple, onion, crackers, apple 
97763, 5408, 2304, 53070, 2304, 5408, 1, 0, grape_juice, bread, orange, potato_chips, orange 
14073, 2087, 6050, 53070, 53070, 6050, 2, 1, coke, apple, corn, potato_chips, potato_chips 
6050, 6050, 30880, 97763, 6050, 6050, 0, 0, corn, corn, crackers, grape_juice, corn 
97763, 30880, 97763, 53070, 97763, 97763, 1, 1, grape_juice, crackers, grape_juice, potato_chips, grape_juice 
17059, 42488, 53070, 30880, 30880, 30880, 2, 2, jelly, orange_juice, potato_chips, crackers, crackers 
18450, 97763, 2087, 18450, 18450, 18450, 2, 2, cereal, grape_juice, apple, cereal, cereal 
30880, 18450, 30880, 6050, 30880, 30880, 1, 1, crackers, cereal, crackers, corn, crackers 
2304, 14073, 53070, 12300, 12300, 12300, 2, 2, orange, coke, potato_chips, onion, onion 
5408, 6050, 30880, 97763, 30880, 6050, 1, 0, bread, corn, crackers, grape_juice, crackers 
53070, 97763, 17059, 14073, 97763, 14073, 0, 2, potato_chips, grape_juice, jelly, coke, grape_juice 
12300, 18450, 2304, 30880, 2304, 2304, 1, 1, onion, cereal, orange, crackers, orange 
53070, 18450, 12300, 97763, 18450, 12300, 0, 1, potato_chips, cereal, onion, grape_juice, cereal 
5408, 2087, 14073, 97763, 97763, 2087, 2, 0, bread, apple, coke, grape_juice, grape_juice 
6050, 53070, 17059, 5408, 53070, 5408, 0, 2, corn, potato_chips, jelly, bread, potato_chips 
53070, 5408, 18450, 97763, 18450, 5408, 1, 0, potato_chips, bread, cereal, grape_juice, cereal 
18450, 14073, 30880, 42488, 30880, 30880, 1, 1, cereal, coke, crackers, orange_juice, crackers 
14073, 97763, 2087, 18450, 97763, 2087, 0, 1, coke, grape_juice, apple, cereal, grape_juice 
5408, 17059, 42488, 12300, 12300, 12300, 2, 2, bread, jelly, orange_juice, onion, onion 
14073, 42488, 30880, 6050, 42488, 6050, 0, 2, coke, orange_juice, crackers, corn, orange_juice 
12300, 97763, 5408, 30880, 5408, 5408, 1, 1, onion, grape_juice, bread, crackers, bread 
17059, 5408, 2087, 30880, 5408, 5408, 0, 0, jelly, bread, apple, crackers, bread 
42488, 97763, 17059, 12300, 97763, 12300, 0, 2, orange_juice, grape_juice, jelly, onion, grape_juice 
14073, 53070, 97763, 2304, 97763, 2304, 1, 2, coke, potato_chips, grape_juice, orange, grape_juice 
18450, 18450, 2304, 2087, 18450, 18450, 0, 0, cereal, cereal, orange, apple, cereal 
18450, 97763, 6050, 17059, 6050, 6050, 1, 1, cereal, grape_juice, corn, jelly, corn 
2304, 14073, 6050, 12300, 12300, 6050, 2, 1, orange, coke, corn, onion, onion 
17059, 12300, 53070, 17059, 17059, 17059, 2, 2, jelly, onion, potato_chips, jelly, jelly 
30880, 6050, 14073, 53070, 53070, 6050, 2, 0, crackers, corn, coke, potato_chips, potato_chips 
18450, 30880, 53070, 18450, 18450, 18450, 2, 2, cereal, crackers, potato_chips, cereal, cereal 
2087, 18450, 2304, 6050, 2304, 2304, 1, 1, apple, cereal, orange, corn, orange 
18450, 17059, 2304, 12300, 17059, 2304, 0, 1, cereal, jelly, orange, onion, jelly 
17059, 6050, 30880, 53070, 30880, 6050, 1, 0, jelly, corn, crackers, potato_chips, crackers 
18450, 2087, 30880, 97763, 30880, 2087, 1, 0, cereal, apple, crackers, grape_juice, crackers 
2087, 30880, 2304, 97763, 2304, 2304, 1, 1, apple, crackers, orange, grape_juice, orange 
53070, 42488, 17059, 5408, 5408, 5408, 2, 2, potato_chips, orange_juice, jelly, bread, bread 
12300, 5408, 2304, 53070, 2304, 2304, 1, 1, onion, bread, orange, potato_chips, orange 
14073, 17059, 42488, 12300, 42488, 12300, 1, 2, coke, jelly, orange_juice, onion, orange_juice 
6050, 12300, 97763, 30880, 12300, 12300, 0, 0, corn, onion, grape_juice, crackers, onion 
12300, 18450, 2304, 30880, 2304, 2304, 1, 1, onion, cereal, orange, crackers, orange 
18450, 2087, 6050, 5408, 2087, 6050, 0, 1, cereal, apple, corn, bread, apple 
14073, 30880, 42488, 18450, 42488, 18450, 1, 2, coke, crackers, orange_juice, cereal, orange_juice 
2087, 2087, 6050, 5408, 2087, 2087, 0, 0, apple, apple, corn, bread, apple 
12300, 42488, 18450, 14073, 18450, 14073, 1, 2, onion, orange_juice, cereal, coke, cereal 
30880, 42488, 12300, 5408, 5408, 5408, 2, 2, crackers, orange_juice, onion, bread, bread 
30880, 5408, 12300, 53070, 53070, 5408, 2, 0, crackers, bread, onion, potato_chips, potato_chips 
17059, 5408, 17059, 12300, 17059, 17059, 1, 1, jelly, bread, jelly, onion, jelly 
12300, 2087, 6050, 5408, 2087, 5408, 0, 2, onion, apple, corn, bread, apple 
5408, 6050, 2304, 17059, 6050, 2304, 0, 1, bread, corn, orange, jelly, corn 
5408, 12300, 42488, 6050, 42488, 6050, 1, 2, bread, onion, orange_juice, corn, orange_juice 
53070, 14073, 42488, 6050, 14073, 6050, 0, 2, potato_chips, coke, orange_juice, corn, coke 
2304, 17059, 14073, 30880, 30880, 14073, 2, 1, orange, jelly, coke, crackers, crackers 
14073, 2087, 30880, 97763, 30880, 2087, 1, 0, coke, apple, crackers, grape_juice, crackers 
18450, 2087, 12300, 30880, 30880, 2087, 2, 0, cereal, apple, onion, crackers, crackers 
14073, 14073, 5408, 2087, 14073, 14073, 0, 0, coke, coke, bread, apple, coke 
5408, 42488, 53070, 14073, 53070, 14073, 1, 2, bread, orange_juice, potato_chips, coke, potato_chips 
53070, 18450, 5408, 6050, 6050, 6050, 2, 2, potato_chips, cereal, bread, corn, corn 
5408, 97763, 18450, 6050, 18450, 6050, 1, 2, bread, grape_juice, cereal, corn, cereal 
14073, 97763, 2304, 5408, 97763, 2304, 0, 1, coke, grape_juice, orange, bread, grape_juice 
5408, 42488, 53070, 12300, 53070, 12300, 1, 2, bread, orange_juice, potato_chips, onion, potato_chips 
5408, 2304, 17059, 14073, 14073, 2304, 2, 0, bread, orange, jelly, coke, coke 
5408, 2304, 2087, 12300, 12300, 2304, 2, 0, bread, orange, apple, onion, onion 
17059, 12300, 5408, 6050, 5408, 6050, 1, 2, jelly, onion, bread, corn, bread 
6050, 6050, 97763, 5408, 6050, 6050, 0, 0, corn, corn, grape_juice, bread, corn 
12300, 53070, 18450, 5408, 18450, 5408, 1, 2, onion, potato_chips, cereal, bread, cereal 
30880, 5408, 2304, 30880, 30880, 30880, 2, 2, crackers, bread, orange, crackers, crackers 
5408, 2304, 53070, 18450, 53070, 2304, 1, 0, bread, orange, potato_chips, cereal, potato_chips 
5408, 12300, 6050, 18450, 18450, 6050, 2, 1, bread, onion, corn, cereal, cereal 
2304, 18450, 12300, 2087, 2087, 2087, 2, 2, orange, cereal, onion, apple, apple 
42488, 97763, 2304, 5408, 97763, 2304, 0, 1, orange_juice, grape_juice, orange, bread, grape_juice 
2087, 14073, 6050, 97763, 6050, 6050, 1, 1, apple, coke, corn, grape_juice, corn 
6050, 2087, 42488, 14073, 42488, 2087, 1, 0, corn, apple, orange_juice, coke, orange_juice 
6050, 18450, 14073, 2304, 2304, 2304, 2, 2, corn, cereal, coke, orange, orange 
97763, 2087, 12300, 5408, 5408, 5408, 2, 2, grape_juice, apple, onion, bread, bread 
30880, 53070, 97763, 17059, 53070, 17059, 0, 2, crackers, potato_chips, grape_juice, jelly, potato_chips 
53070, 12300, 5408, 6050, 5408, 6050, 1, 2, potato_chips, onion, bread, corn, bread 
42488, 42488, 6050, 17059, 42488, 42488, 0, 0, orange_juice, orange_juice, corn, jelly, orange_juice 
42488, 2304, 53070, 18450, 2304, 2304, 0, 0, orange_juice, orange, potato_chips, cereal, orange 
2304, 17059, 5408, 6050, 17059, 6050, 0, 2, orange, jelly, bread, corn, jelly 
14073, 5408, 18450, 97763, 97763, 5408, 2, 0, coke, bread, cereal, grape_juice, grape_juice 
14073, 97763, 17059, 2304, 97763, 2304, 0, 2, coke, grape_juice, jelly, orange, grape_juice 
42488, 5408, 2304, 17059, 17059, 2304, 2, 1, orange_juice, bread, orange, jelly, jelly 
17059, 18450, 12300, 97763, 18450, 18450, 0, 0, jelly, cereal, onion, grape_juice, cereal 
30880, 12300, 97763, 42488, 42488, 12300, 2, 0, crackers, onion, grape_juice, orange_juice, orange_juice 
42488, 17059, 42488, 12300, 42488, 42488, 1, 1, orange_juice, jelly, orange_juice, onion, orange_juice 
12300, 5408, 2304, 30880, 2304, 2304, 1, 1, onion, bread, orange, crackers, orange 
14073, 42488, 6050, 5408, 42488, 6050, 0, 1, coke, orange_juice, corn, bread, orange_juice 
97763, 6050, 30880, 2304, 30880, 6050, 1, 0, grape_juice, corn, crackers, orange, crackers 
97763, 30880, 12300, 53070, 30880, 12300, 0, 1, grape_juice, crackers, onion, potato_chips, crackers 
2087, 18450, 53070, 6050, 6050, 6050, 2, 2, apple, cereal, potato_chips, corn, corn 
6050, 14073, 6050, 12300, 6050, 6050, 1, 1, corn, coke, corn, onion, corn 
53070, 17059, 53070, 14073, 53070, 53070, 1, 1, potato_chips, jelly, potato_chips, coke, potato_chips 
2087, 97763, 5408, 14073, 97763, 5408, 0, 1, apple, grape_juice, bread, coke, grape_juice 
2087, 30880, 2304, 17059, 2304, 2304, 1, 1, apple, crackers, orange, jelly, orange 
5408, 97763, 2304, 5408, 5408, 5408, 2, 2, bread, grape_juice, orange, bread, bread 
17059, 53070, 17059, 5408, 17059, 17059, 1, 1, jelly, potato_chips, jelly, bread, jelly 
53070, 30880, 12300, 42488, 30880, 12300, 0, 1, potato_chips, crackers, onion, orange_juice, crackers 
14073, 2087, 6050, 53070, 53070, 6050, 2, 1, coke, apple, corn, potato_chips, potato_chips 
2087, 2304, 6050, 42488, 2304, 2304, 0, 0, apple, orange, corn, orange_juice, orange 
6050, 18450, 30880, 5408, 30880, 5408, 1, 2, corn, cereal, crackers, bread, crackers 
14073, 2304, 53070, 2087, 2304, 2304, 0, 0, coke, orange, potato_chips, apple, orange 
5408, 6050, 53070, 2304, 53070, 2304, 1, 2, bread, corn, potato_chips, orange, potato_chips 
53070, 12300, 2304, 6050, 6050, 2304, 2, 1, potato_chips, onion, orange, corn, corn 
2087, 97763, 2304, 42488, 2304, 2304, 1, 1, apple, grape_juice, orange, orange_juice, orange 
6050, 2087, 53070, 97763, 2087, 2087, 0, 0, corn, apple, potato_chips, grape_juice, apple 
5408, 14073, 2087, 2304, 14073, 2304, 0, 2, bread, coke, apple, orange, coke 
6050, 97763, 17059, 12300, 17059, 12300, 1, 2, corn, grape_juice, jelly, onion, jelly 
12300, 18450, 97763, 30880, 18450, 18450, 0, 0, onion, cereal, grape_juice, crackers, cereal 
14073, 14073, 12300, 5408, 14073, 14073, 0, 0, coke, coke, onion, bread, coke 
30880, 97763, 2087, 18450, 18450, 18450, 2, 2, crackers, grape_juice, apple, cereal, cereal 
17059, 14073, 42488, 2304, 42488, 2304, 1, 2, jelly, coke, orange_juice, orange, orange_juice 
6050, 18450, 14073, 6050, 6050, 6050, 2, 2, corn, cereal, coke, corn, corn 
5408, 42488, 14073, 5408, 5408, 5408, 2, 2, bread, orange_juice, coke, bread, bread 
2087, 2087, 12300, 30880, 2087, 2087, 0, 0, apple, apple, onion, crackers, apple 
2087, 97763, 5408, 30880, 30880, 5408, 2, 1, apple, grape_juice, bread, crackers, crackers 
17059, 14073, 6050, 12300, 14073, 6050, 0, 1, jelly, coke, corn, onion, coke 
2087, 97763, 2087, 42488, 2087, 2087, 1, 1, apple, grape_juice, apple, orange_juice, apple 
5408, 14073, 12300, 5408, 5408, 5408, 2, 2, bread, coke, onion, bread, bread 
14073, 30880, 53070, 5408, 5408, 5408, 2, 2, coke, crackers, potato_chips, bread, bread 
6050, 97763, 5408, 17059, 17059, 5408, 2, 1, corn, grape_juice, bread, jelly, jelly 
18450, 53070, 97763, 5408, 5408, 5408, 2, 2, cereal, potato_chips, grape_juice, bread, bread 
18450, 14073, 97763, 30880, 30880, 30880, 2, 2, cereal, coke, grape_juice, crackers, crackers 
14073, 2087, 18450, 53070, 53070, 2087, 2, 0, coke, apple, cereal, potato_chips, potato_chips 
2087, 6050, 2304, 97763, 2304, 2304, 1, 1, apple, corn, orange, grape_juice, orange 
2087, 17059, 6050, 18450, 17059, 6050, 0, 1, apple, jelly, corn, cereal, jelly 
12300, 2304, 2087, 12300, 12300, 12300, 2, 2, onion, orange, apple, onion, onion 
2304, 18450, 5408, 6050, 6050, 6050, 2, 2, orange, cereal, bread, corn, corn 
42488, 42488, 2304, 17059, 42488, 42488, 0, 0, orange_juice, orange_juice, orange, jelly, orange_juice 
53070, 17059, 18450, 2304, 18450, 2304, 1, 2, potato_chips, jelly, cereal, orange, cereal 
2087, 30880, 5408, 6050, 6050, 6050, 2, 2, apple, crackers, bread, corn, corn 
2087, 14073, 30880, 18450, 30880, 18450, 1, 2, apple, coke, crackers, cereal, crackers 
42488, 42488, 2304, 17059, 42488, 42488, 0, 0, orange_juice, orange_juice, orange, jelly, orange_juice 
18450, 17059, 5408, 18450, 18450, 18450, 2, 2, cereal, jelly, bread, cereal, cereal 
42488, 17059, 2304, 12300, 2304, 2304, 1, 1, orange_juice, jelly, orange, onion, orange 
42488, 30880, 12300, 14073, 14073, 14073, 2, 2, orange_juice, crackers, onion, coke, coke 
30880, 53070, 97763, 17059, 17059, 17059, 2, 2, crackers, potato_chips, grape_juice, jelly, jelly 
6050, 30880, 2304, 2087, 2304, 2304, 1, 1, corn, crackers, orange, apple, orange 
12300, 97763, 42488, 53070, 42488, 42488, 1, 1, onion, grape_juice, orange_juice, potato_chips, orange_juice 
17059, 53070, 12300, 2304, 2304, 2304, 2, 2, jelly, potato_chips, onion, orange, orange 
97763, 2087, 18450, 53070, 18450, 2087, 1, 0, grape_juice, apple, cereal, potato_chips, cereal 
53070, 97763, 17059, 12300, 17059, 12300, 1, 2, potato_chips, grape_juice, jelly, onion, jelly 
5408, 2087, 18450, 17059, 17059, 2087, 2, 0, bread, apple, cereal, jelly, jelly 
53070, 53070, 97763, 5408, 53070, 53070, 0, 0, potato_chips, potato_chips, grape_juice, bread, potato_chips 
2087, 17059, 6050, 18450, 6050, 6050, 1, 1, apple, jelly, corn, cereal, corn 
30880, 12300, 2304, 14073, 14073, 2304, 2, 1, crackers, onion, orange, coke, coke 
17059, 2087, 17059, 14073, 17059, 17059, 1, 1, jelly, apple, jelly, coke, jelly 
6050, 2087, 42488, 30880, 42488, 2087, 1, 0, corn, apple, orange_juice, crackers, orange_juice 
12300, 12300, 2304, 14073, 12300, 12300, 0, 0, onion, onion, orange, coke, onion 
18450, 12300, 17059, 6050, 6050, 6050, 2, 2, cereal, onion, jelly, corn, corn 
2087, 97763, 2304, 42488, 2304, 2304, 1, 1, apple, grape_juice, orange, orange_juice, orange 
14073, 12300, 97763, 42488, 97763, 12300, 1, 0, coke, onion, grape_juice, orange_juice, grape_juice 
2087, 17059, 18450, 30880, 17059, 18450, 0, 1, apple, jelly, cereal, crackers, jelly 
2304, 17059, 42488, 12300, 12300, 12300, 2, 2, orange, jelly, orange_juice, onion, onion 
30880, 5408, 42488, 2087, 2087, 2087, 2, 2, crackers, bread, orange_juice, apple, apple 
97763, 30880, 53070, 2087, 53070, 2087, 1, 2, grape_juice, crackers, potato_chips, apple, potato_chips 
2304, 2304, 5408, 42488, 2304, 2304, 0, 0, orange, orange, bread, orange_juice, orange 
12300, 2304, 12300, 30880, 12300, 12300, 1, 1, onion, orange, onion, crackers, onion 
12300, 97763, 42488, 6050, 42488, 6050, 1, 2, onion, grape_juice, orange_juice, corn, orange_juice 
18450, 42488, 2304, 30880, 30880, 2304, 2, 1, cereal, orange_juice, orange, crackers, crackers 
6050, 2304, 17059, 14073, 2304, 2304, 0, 0, corn, orange, jelly, coke, orange 
30880, 97763, 18450, 6050, 6050, 6050, 2, 2, crackers, grape_juice, cereal, corn, corn 
14073, 2087, 18450, 53070, 2087, 2087, 0, 0, coke, apple, cereal, potato_chips, apple 
2304, 12300, 2087, 14073, 2087, 2087, 1, 1, orange, onion, apple, coke, apple 
2304, 30880, 2304, 2087, 2304, 2304, 1, 1, orange, crackers, orange, apple, orange 
17059, 2087, 17059, 30880, 17059, 17059, 1, 1, jelly, apple, jelly, crackers, jelly 
2304, 6050, 2087, 17059, 2087, 6050, 1, 0, orange, corn, apple, jelly, apple 
12300, 42488, 14073, 5408, 5408, 5408, 2, 2, onion, orange_juice, coke, bread, bread 
6050, 2304, 53070, 2087, 2304, 2304, 0, 0, corn, orange, potato_chips, apple, orange 
17059, 30880, 18450, 2087, 2087, 18450, 2, 1, jelly, crackers, cereal, apple, apple 
14073, 18450, 14073, 2304, 14073, 14073, 1, 1, coke, cereal, coke, orange, coke 
5408, 17059, 14073, 18450, 17059, 18450, 0, 2, bread, jelly, coke, cereal, jelly 
30880, 5408, 18450, 42488, 5408, 18450, 0, 1, crackers, bread, cereal, orange_juice, bread 
2087, 6050, 30880, 97763, 97763, 6050, 2, 0, apple, corn, crackers, grape_juice, grape_juice 
2087, 14073, 2087, 2304, 2087, 2087, 1, 1, apple, coke, apple, orange, apple 
17059, 17059, 12300, 18450, 17059, 17059, 0, 0, jelly, jelly, onion, cereal, jelly 
18450, 14073, 53070, 97763, 53070, 14073, 1, 0, cereal, coke, potato_chips, grape_juice, potato_chips 
17059, 42488, 53070, 2304, 42488, 2304, 0, 2, jelly, orange_juice, potato_chips, orange, orange_juice 
18450, 97763, 17059, 2087, 2087, 2087, 2, 2, cereal, grape_juice, jelly, apple, apple 
14073, 18450, 12300, 2087, 18450, 2087, 0, 2, coke, cereal, onion, apple, cereal 
